Sample 1
3/1/2023 3:44 PM
Wavelength (nm)	10mm Absorbance
377.5	0.736
378.0	0.744
378.5	0.733
379.0	0.751
379.5	0.763
380.0	0.777
380.5	0.784
381.0	0.759
381.5	0.731
382.0	0.722
382.5	0.714
383.0	0.714
383.5	0.706
384.0	0.738
384.5	0.777
385.0	0.785
385.5	0.805
386.0	0.785
386.5	0.772
387.0	0.771
387.5	0.761
388.0	0.755
388.5	0.743
389.0	0.781
389.5	0.800
390.0	0.766
390.5	0.766
391.0	0.762
391.5	0.729
392.0	0.709
392.5	0.671
393.0	0.643
393.5	0.639
394.0	0.646
394.5	0.691
395.0	0.694
395.5	0.713
396.0	0.727
396.5	0.697
397.0	0.680
397.5	0.661
398.0	0.642
398.5	0.648
399.0	0.646
399.5	0.678
400.0	0.683
400.5	0.674
401.0	0.670
401.5	0.659
402.0	0.631
402.5	0.598
403.0	0.578
403.5	0.581
404.0	0.592
404.5	0.592
405.0	0.574
405.5	0.570
406.0	0.559
406.5	0.550
407.0	0.541
407.5	0.527
408.0	0.559
408.5	0.577
409.0	0.595
409.5	0.593
410.0	0.596
410.5	0.610
411.0	0.612
411.5	0.578
412.0	0.561
412.5	0.568
413.0	0.607
413.5	0.614
414.0	0.587
414.5	0.583
415.0	0.601
415.5	0.615
416.0	0.589
416.5	0.549
417.0	0.539
417.5	0.558
418.0	0.572
418.5	0.575
419.0	0.562
419.5	0.585
420.0	0.583
420.5	0.587
421.0	0.558
421.5	0.544
422.0	0.528
422.5	0.505
423.0	0.497
423.5	0.528
424.0	0.551
424.5	0.568
425.0	0.553
425.5	0.565
426.0	0.556
426.5	0.550
427.0	0.540
427.5	0.519
428.0	0.507
428.5	0.540
429.0	0.522
429.5	0.508
430.0	0.477
430.5	0.476
431.0	0.481
431.5	0.491
432.0	0.505
432.5	0.500
433.0	0.491
433.5	0.525
434.0	0.518
434.5	0.506
435.0	0.499
435.5	0.504
436.0	0.512
436.5	0.499
437.0	0.495
437.5	0.490
438.0	0.472
438.5	0.483
439.0	0.458
439.5	0.449
440.0	0.468
440.5	0.497
441.0	0.497
441.5	0.499
442.0	0.502
442.5	0.503
443.0	0.494
443.5	0.493
444.0	0.466
444.5	0.441
445.0	0.446
445.5	0.482
446.0	0.474
446.5	0.465
447.0	0.444
447.5	0.421
448.0	0.423
448.5	0.414
449.0	0.403
449.5	0.378
450.0	0.386
450.5	0.411
451.0	0.402
451.5	0.397
452.0	0.396
452.5	0.391
453.0	0.413
453.5	0.403
454.0	0.407
454.5	0.394
455.0	0.392
455.5	0.405
456.0	0.420
456.5	0.432
457.0	0.426
457.5	0.411
458.0	0.393
458.5	0.363
459.0	0.345
459.5	0.348
460.0	0.371
460.5	0.410
461.0	0.445
461.5	0.458
462.0	0.452
462.5	0.448
463.0	0.433
463.5	0.416
464.0	0.411
464.5	0.411
465.0	0.440
465.5	0.483
466.0	0.518
466.5	0.536
467.0	0.536
467.5	0.532
468.0	0.530
468.5	0.494
469.0	0.444
469.5	0.403
470.0	0.391
470.5	0.399
471.0	0.403
471.5	0.421
472.0	0.406
472.5	0.405
473.0	0.396
473.5	0.385
474.0	0.377
474.5	0.361
475.0	0.376
475.5	0.430
476.0	0.463
476.5	0.485
477.0	0.492
477.5	0.473
478.0	0.458
478.5	0.449
479.0	0.465
479.5	0.450
480.0	0.467
480.5	0.482
481.0	0.472
481.5	0.458
482.0	0.452
482.5	0.441
483.0	0.454
483.5	0.462
484.0	0.477
484.5	0.458
485.0	0.420
485.5	0.384
486.0	0.380
486.5	0.378
487.0	0.376
487.5	0.409
488.0	0.430
488.5	0.462
489.0	0.458
489.5	0.443
490.0	0.403
490.5	0.374
491.0	0.380
491.5	0.382
492.0	0.373
492.5	0.412
493.0	0.413
493.5	0.412
494.0	0.385
494.5	0.375
495.0	0.337
495.5	0.320
496.0	0.329
496.5	0.370
497.0	0.429
497.5	0.469
498.0	0.482
498.5	0.467
499.0	0.465
499.5	0.437
500.0	0.380
500.5	0.350
501.0	0.324
501.5	0.328
502.0	0.317
502.5	0.294
503.0	0.295
503.5	0.322
504.0	0.347
504.5	0.337
505.0	0.357
505.5	0.380
506.0	0.398
506.5	0.379
507.0	0.345
507.5	0.353
508.0	0.384
508.5	0.409
509.0	0.427
509.5	0.436
510.0	0.457
510.5	0.439
511.0	0.418
511.5	0.371
512.0	0.351
512.5	0.362
513.0	0.354
513.5	0.386
514.0	0.415
514.5	0.457
515.0	0.476
515.5	0.465
516.0	0.455
516.5	0.452
517.0	0.438
517.5	0.403
518.0	0.358
518.5	0.338
519.0	0.322
519.5	0.342
520.0	0.379
520.5	0.389
521.0	0.424
521.5	0.461
522.0	0.503
522.5	0.516
523.0	0.497
523.5	0.437
524.0	0.432
524.5	0.416
525.0	0.410
525.5	0.416
526.0	0.441
526.5	0.470
527.0	0.460
527.5	0.444
528.0	0.385
528.5	0.314
529.0	0.300
529.5	0.256
530.0	0.229
530.5	0.280
531.0	0.323
531.5	0.368
532.0	0.352
532.5	0.352
533.0	0.347
533.5	0.336
534.0	0.321
534.5	0.311
535.0	0.315
535.5	0.314
536.0	0.352
536.5	0.348
537.0	0.323
537.5	0.341
538.0	0.345
538.5	0.373
539.0	0.404
539.5	0.402
540.0	0.386
540.5	0.369
541.0	0.404
541.5	0.397
542.0	0.385
542.5	0.392
543.0	0.384
543.5	0.392
544.0	0.408
544.5	0.377
545.0	0.378
545.5	0.416
546.0	0.475
546.5	0.518
547.0	0.506
547.5	0.496
548.0	0.484
548.5	0.431
549.0	0.405
549.5	0.374
550.0	0.360
550.5	0.386
551.0	0.369
551.5	0.350
552.0	0.302
552.5	0.268
553.0	0.256
553.5	0.246
554.0	0.265
554.5	0.288
555.0	0.330
555.5	0.365
556.0	0.357
556.5	0.341
557.0	0.361
557.5	0.343
558.0	0.346
558.5	0.332
559.0	0.320
559.5	0.331
560.0	0.331
560.5	0.296
561.0	0.273
561.5	0.271
562.0	0.306
562.5	0.290
563.0	0.294
563.5	0.274
564.0	0.270
564.5	0.274
565.0	0.264
565.5	0.225
566.0	0.244
566.5	0.279
567.0	0.271
567.5	0.221
568.0	0.205
568.5	0.190
569.0	0.177
569.5	0.165
570.0	0.208
570.5	0.238
571.0	0.277
571.5	0.306
572.0	0.301
572.5	0.280
573.0	0.295
573.5	0.305
574.0	0.306
574.5	0.332
575.0	0.374
575.5	0.381
576.0	0.354
576.5	0.297
577.0	0.273
577.5	0.226
578.0	0.217
578.5	0.192
579.0	0.189
579.5	0.223
580.0	0.279
580.5	0.284
581.0	0.308
581.5	0.332
582.0	0.351
582.5	0.359
583.0	0.384
583.5	0.340
584.0	0.340
584.5	0.342
585.0	0.350
585.5	0.318
586.0	0.302
586.5	0.265
587.0	0.253
587.5	0.228
588.0	0.256
588.5	0.288
589.0	0.311
589.5	0.316
590.0	0.329
590.5	0.330
591.0	0.329
591.5	0.300
592.0	0.302
592.5	0.285
593.0	0.304
593.5	0.338
594.0	0.332
594.5	0.289
595.0	0.275
595.5	0.299
596.0	0.312
596.5	0.316
597.0	0.310
597.5	0.279
598.0	0.297
598.5	0.340
599.0	0.340
599.5	0.296
600.0	0.313
600.5	0.317
601.0	0.297
601.5	0.265
602.0	0.252
602.5	0.250
603.0	0.329
603.5	0.396
604.0	0.393
604.5	0.386
605.0	0.424
605.5	0.426
606.0	0.418
606.5	0.461
607.0	0.517
607.5	0.558
608.0	0.587
608.5	0.560
609.0	0.466
609.5	0.411
610.0	0.345
610.5	0.286
611.0	0.242
611.5	0.250
612.0	0.241
612.5	0.234
613.0	0.223
613.5	0.207
614.0	0.145
614.5	0.123
615.0	0.094
615.5	0.127
616.0	0.160
616.5	0.233
617.0	0.281
617.5	0.325
618.0	0.395
618.5	0.424
619.0	0.406
619.5	0.374
620.0	0.331
620.5	0.311
621.0	0.275
621.5	0.276
622.0	0.282
622.5	0.286
623.0	0.311
623.5	0.309
624.0	0.316
624.5	0.361
625.0	0.381
625.5	0.369
626.0	0.302
626.5	0.258
627.0	0.252
627.5	0.218
628.0	0.179
628.5	0.167
629.0	0.172
629.5	0.220
630.0	0.279
630.5	0.335
631.0	0.383
631.5	0.415
632.0	0.426
632.5	0.398
633.0	0.393
633.5	0.393
634.0	0.386
634.5	0.325
635.0	0.286
635.5	0.281
636.0	0.275
636.5	0.202
637.0	0.122
637.5	0.088
638.0	0.096
638.5	0.097
639.0	0.111
639.5	0.071
640.0	0.050
640.5	0.102
641.0	0.174
641.5	0.224
642.0	0.283
642.5	0.298
643.0	0.349
643.5	0.325
644.0	0.305
644.5	0.236
645.0	0.191
645.5	0.206
646.0	0.224
646.5	0.261
647.0	0.259
647.5	0.266
648.0	0.297
648.5	0.326
649.0	0.330
649.5	0.274
650.0	0.238
650.5	0.255
651.0	0.275
651.5	0.338
652.0	0.397
652.5	0.429
653.0	0.425
653.5	0.406
654.0	0.369
654.5	0.310
655.0	0.238
655.5	0.216
656.0	0.230
656.5	0.295
657.0	0.311
657.5	0.282
658.0	0.275
658.5	0.234
659.0	0.207
659.5	0.203
660.0	0.169
660.5	0.215
661.0	0.246
661.5	0.308
662.0	0.359
662.5	0.402
663.0	0.489
663.5	0.532
664.0	0.548
664.5	0.555
665.0	0.500
665.5	0.438
666.0	0.341
666.5	0.266
667.0	0.212
667.5	0.132
668.0	0.116
668.5	0.177
669.0	0.210
669.5	0.210
670.0	0.224
670.5	0.213
671.0	0.278
671.5	0.340
672.0	0.401
672.5	0.503
673.0	0.569
673.5	0.564
674.0	0.521
674.5	0.432
675.0	0.359
675.5	0.308
676.0	0.268
676.5	0.253
677.0	0.281
677.5	0.388
678.0	0.425
678.5	0.402
679.0	0.424
679.5	0.432
680.0	0.428
680.5	0.411
681.0	0.364
681.5	0.296
682.0	0.283
682.5	0.329
683.0	0.359
683.5	0.344
684.0	0.391
684.5	0.425
685.0	0.463
685.5	0.436
686.0	0.436
686.5	0.448
687.0	0.506
687.5	0.523
688.0	0.451
688.5	0.400
689.0	0.361
689.5	0.331
690.0	0.293
690.5	0.203
691.0	0.193
691.5	0.260
692.0	0.323
692.5	0.347
693.0	0.365
693.5	0.407
694.0	0.430
694.5	0.398
695.0	0.313
695.5	0.197
696.0	0.153
696.5	0.143
697.0	0.114
697.5	0.080
698.0	0.065
698.5	0.111
699.0	0.154
699.5	0.182
700.0	0.204
700.5	0.233
701.0	0.296
701.5	0.362
702.0	0.407
702.5	0.327
703.0	0.232
703.5	0.150
704.0	0.077
704.5	0.036
705.0	0.042
705.5	0.107
706.0	0.227
706.5	0.345
707.0	0.448
707.5	0.447
708.0	0.455
708.5	0.450
709.0	0.442
709.5	0.397
710.0	0.383
710.5	0.405
711.0	0.344
711.5	0.291
712.0	0.230
712.5	0.203
713.0	0.236
713.5	0.247
714.0	0.179
714.5	0.095
715.0	0.058
715.5	0.046
716.0	0.022
716.5	0.059
717.0	0.106
717.5	0.165
718.0	0.246
718.5	0.311
719.0	0.360
719.5	0.392
720.0	0.358
720.5	0.315
721.0	0.268
721.5	0.211
722.0	0.191
722.5	0.173
723.0	0.166
723.5	0.222
724.0	0.338
724.5	0.438
725.0	0.425
725.5	0.411
726.0	0.364
726.5	0.352
727.0	0.405
727.5	0.451
728.0	0.445
728.5	0.414
729.0	0.382
729.5	0.350
730.0	0.288
730.5	0.242
731.0	0.139
731.5	0.072
732.0	0.070
732.5	0.053
733.0	0.060
733.5	0.049
734.0	0.082
734.5	0.126
735.0	0.169
735.5	0.207
736.0	0.140
736.5	0.061
737.0	0.035
737.5	0.016
738.0	0.019
738.5	0.055
739.0	0.108
739.5	0.142
740.0	0.184
740.5	0.254
741.0	0.225
741.5	0.207
742.0	0.181
742.5	0.154
743.0	0.126
743.5	0.144
744.0	0.136
744.5	0.188
745.0	0.200
745.5	0.235
746.0	0.232
746.5	0.206
747.0	0.237
747.5	0.322
748.0	0.366
748.5	0.386
749.0	0.350
749.5	0.284
750.0	0.178
750.5	0.175
751.0	0.180
751.5	0.218
752.0	0.321
752.5	0.415
753.0	0.417
753.5	0.356
754.0	0.187
754.5	-0.002
755.0	-0.108
755.5	-0.116
756.0	-0.073
756.5	0.038
757.0	0.157
757.5	0.286
758.0	0.415
758.5	0.479
759.0	0.419
759.5	0.303
760.0	0.167
760.5	0.029
761.0	-0.055
761.5	-0.108
762.0	-0.096
762.5	-0.120
763.0	-0.070
763.5	0.008
764.0	0.059
764.5	0.001
765.0	-0.030
765.5	-0.062
766.0	-0.045
766.5	-0.056
767.0	-0.045
767.5	-0.044
768.0	0.033
768.5	0.096
769.0	0.190
769.5	0.210
770.0	0.349
770.5	0.464
771.0	0.597
771.5	0.514
772.0	0.432
772.5	0.455
773.0	0.441
773.5	0.349
774.0	0.343
774.5	0.365
775.0	0.536
775.5	0.663
776.0	0.614
776.5	0.470
777.0	0.417
777.5	0.448
778.0	0.363
778.5	0.260
779.0	0.170
779.5	0.126
780.0	0.149
780.5	0.156
781.0	0.024
781.5	0.068
782.0	0.111
782.5	0.184
783.0	0.261
783.5	0.317
784.0	0.300
784.5	0.291
785.0	0.247
785.5	0.175
786.0	0.118
786.5	0.092
787.0	0.022
787.5	0.011
788.0	0.064
788.5	0.088
789.0	0.053
789.5	-0.008
790.0	0.018
790.5	0.107
791.0	0.159
791.5	0.187
792.0	0.202
792.5	0.225
793.0	0.328
793.5	0.324
794.0	0.299
794.5	0.319
795.0	0.311
795.5	0.340
796.0	0.254
796.5	0.180
797.0	0.149
797.5	0.125
798.0	0.251
798.5	0.329
799.0	0.419
799.5	0.475
800.0	0.416
800.5	0.386
801.0	0.190
801.5	-0.004
802.0	-0.013
802.5	-0.039
803.0	0.097
803.5	0.212
804.0	0.321
804.5	0.440
805.0	0.462
805.5	0.390
806.0	0.230
806.5	0.086
807.0	0.093
807.5	0.141
808.0	0.267
808.5	0.414
809.0	0.550
809.5	0.643
810.0	0.641
810.5	0.565
811.0	0.379
811.5	0.218
812.0	0.186
812.5	0.172
813.0	0.145
813.5	0.102
814.0	0.102
814.5	0.121
815.0	0.105
815.5	0.178
816.0	0.237
816.5	0.266
817.0	0.240
817.5	0.151
818.0	0.070
818.5	0.032
819.0	0.067
819.5	0.091
820.0	0.181
820.5	0.375
821.0	0.500
821.5	0.548
822.0	0.594
822.5	0.623
823.0	0.612
823.5	0.628
824.0	0.562
824.5	0.473
825.0	0.422
825.5	0.417
826.0	0.400
826.5	0.407
827.0	0.361
827.5	0.343
828.0	0.261
828.5	0.289
829.0	0.309
829.5	0.318
830.0	0.363
830.5	0.414
831.0	0.458
831.5	0.455
832.0	0.309
832.5	0.183
833.0	-0.001
833.5	-0.052
834.0	-0.074
834.5	-0.067
835.0	-0.018
835.5	0.091
836.0	0.265
836.5	0.343
837.0	0.392
837.5	0.369
838.0	0.291
838.5	0.233
839.0	0.213
839.5	0.137
840.0	0.008
840.5	-0.036
841.0	-0.012
841.5	-0.108
842.0	0.025
842.5	0.173
843.0	0.281
843.5	0.374
844.0	0.404
844.5	0.287
845.0	0.143
845.5	0.096
846.0	-0.042
846.5	-0.280
847.0	-0.236
847.5	-0.023
848.0	0.024
848.5	-0.038
849.0	-0.068
849.5	-0.068
850.0	-0.061


Sample m1 1
3/1/2023 3:51 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.02000	
//WLCalib: 261S 	-0.34000	
//WLCalib: 362S 	-0.41000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.12000	
//WLCalib: 823S 	-0.33000	
//QSpecEnd: 
190.0	17.148
190.5	16.568
191.0	15.970
191.5	15.413
192.0	14.820
192.5	14.344
193.0	14.070
193.5	13.899
194.0	13.567
194.5	13.431
195.0	13.395
195.5	13.167
196.0	12.925
196.5	12.761
197.0	12.474
197.5	12.202
198.0	12.045
198.5	11.988
199.0	11.815
199.5	11.802
200.0	11.852
200.5	11.662
201.0	11.663
201.5	11.489
202.0	11.280
202.5	11.182
203.0	11.104
203.5	10.984
204.0	10.889
204.5	10.895
205.0	10.908
205.5	10.832
206.0	10.713
206.5	10.579
207.0	10.412
207.5	10.172
208.0	9.992
208.5	9.765
209.0	9.523
209.5	9.370
210.0	9.210
210.5	9.014
211.0	8.833
211.5	8.708
212.0	8.489
212.5	8.334
213.0	8.167
213.5	7.940
214.0	7.647
214.5	7.357
215.0	7.044
215.5	6.703
216.0	6.388
216.5	6.055
217.0	5.799
217.5	5.553
218.0	5.326
218.5	5.159
219.0	4.952
219.5	4.738
220.0	4.576
220.5	4.362
221.0	4.224
221.5	4.038
222.0	3.833
222.5	3.599
223.0	3.460
223.5	3.290
224.0	3.060
224.5	2.859
225.0	2.700
225.5	2.553
226.0	2.439
226.5	2.267
227.0	2.074
227.5	1.917
228.0	1.801
228.5	1.699
229.0	1.589
229.5	1.516
230.0	1.467
230.5	1.399
231.0	1.328
231.5	1.231
232.0	1.152
232.5	1.074
233.0	1.029
233.5	1.009
234.0	0.969
234.5	0.935
235.0	0.904
235.5	0.850
236.0	0.794
236.5	0.742
237.0	0.711
237.5	0.692
238.0	0.705
238.5	0.671
239.0	0.634
239.5	0.603
240.0	0.557
240.5	0.490
241.0	0.454
241.5	0.423
242.0	0.458
242.5	0.479
243.0	0.511
243.5	0.491
244.0	0.513
244.5	0.516
245.0	0.495
245.5	0.492
246.0	0.489
246.5	0.481
247.0	0.465
247.5	0.453
248.0	0.448
248.5	0.469
249.0	0.485
249.5	0.505
250.0	0.521
250.5	0.521
251.0	0.503
251.5	0.467
252.0	0.439
252.5	0.455
253.0	0.457
253.5	0.505
254.0	0.516
254.5	0.550
255.0	0.578
255.5	0.558
256.0	0.537
256.5	0.494
257.0	0.474
257.5	0.453
258.0	0.406
258.5	0.390
259.0	0.367
259.5	0.363
260.0	0.404
260.5	0.407
261.0	0.432
261.5	0.440
262.0	0.456
262.5	0.461
263.0	0.410
263.5	0.378
264.0	0.385
264.5	0.386
265.0	0.417
265.5	0.392
266.0	0.381
266.5	0.385
267.0	0.381
267.5	0.350
268.0	0.349
268.5	0.346
269.0	0.366
269.5	0.346
270.0	0.370
270.5	0.311
271.0	0.300
271.5	0.318
272.0	0.295
272.5	0.265
273.0	0.264
273.5	0.234
274.0	0.224
274.5	0.206
275.0	0.233
275.5	0.190
276.0	0.232
276.5	0.258
277.0	0.232
277.5	0.198
278.0	0.245
278.5	0.301
279.0	0.307
279.5	0.313
280.0	0.315
280.5	0.288
281.0	0.316
281.5	0.299
282.0	0.257
282.5	0.242
283.0	0.297
283.5	0.316
284.0	0.289
284.5	0.290
285.0	0.281
285.5	0.291
286.0	0.306
286.5	0.290
287.0	0.301
287.5	0.303
288.0	0.291
288.5	0.248
289.0	0.198
289.5	0.152
290.0	0.142
290.5	0.122
291.0	0.152
291.5	0.174
292.0	0.254
292.5	0.302
293.0	0.337
293.5	0.346
294.0	0.365
294.5	0.347
295.0	0.334
295.5	0.310
296.0	0.326
296.5	0.295
297.0	0.305
297.5	0.294
298.0	0.280
298.5	0.232
299.0	0.223
299.5	0.199
300.0	0.169
300.5	0.197
301.0	0.229
301.5	0.260
302.0	0.284
302.5	0.289
303.0	0.274
303.5	0.266
304.0	0.302
304.5	0.292
305.0	0.267
305.5	0.287
306.0	0.259
306.5	0.235
307.0	0.209
307.5	0.183
308.0	0.168
308.5	0.219
309.0	0.249
309.5	0.239
310.0	0.242
310.5	0.251
311.0	0.226
311.5	0.220
312.0	0.213
312.5	0.208
313.0	0.214
313.5	0.224
314.0	0.228
314.5	0.221
315.0	0.238
315.5	0.259
316.0	0.240
316.5	0.245
317.0	0.230
317.5	0.221
318.0	0.210
318.5	0.196
319.0	0.206
319.5	0.204
320.0	0.237
320.5	0.274
321.0	0.273
321.5	0.320
322.0	0.331
322.5	0.349
323.0	0.345
323.5	0.317
324.0	0.298
324.5	0.273
325.0	0.269
325.5	0.265
326.0	0.221
326.5	0.213
327.0	0.200
327.5	0.192
328.0	0.198
328.5	0.184
329.0	0.178
329.5	0.155
330.0	0.211
330.5	0.263
331.0	0.289
331.5	0.285
332.0	0.340
332.5	0.339
333.0	0.342
333.5	0.306
334.0	0.265
334.5	0.226
335.0	0.219
335.5	0.236
336.0	0.225
336.5	0.195
337.0	0.235
337.5	0.219
338.0	0.213
338.5	0.228
339.0	0.288
339.5	0.295
340.0	0.289
340.5	0.324
341.0	0.296
341.5	0.306
342.0	0.343
342.5	0.393
343.0	0.400
343.5	0.428
344.0	0.429
344.5	0.347
345.0	0.271
345.5	0.214
346.0	0.151
346.5	0.170
347.0	0.188
347.5	0.202
348.0	0.224
348.5	0.236
349.0	0.219
349.5	0.207
350.0	0.194
350.5	0.178
351.0	0.184
351.5	0.232
352.0	0.226
352.5	0.225
353.0	0.218
353.5	0.201
354.0	0.205
354.5	0.252
355.0	0.236
355.5	0.245
356.0	0.293
356.5	0.338
357.0	0.354
357.5	0.363
358.0	0.352
358.5	0.325
359.0	0.300
359.5	0.298
360.0	0.260
360.5	0.272
361.0	0.269
361.5	0.236
362.0	0.226
362.5	0.227
363.0	0.232
363.5	0.226
364.0	0.225
364.5	0.192
365.0	0.190
365.5	0.223
366.0	0.241
366.5	0.248
367.0	0.310
367.5	0.344
368.0	0.366
368.5	0.381
369.0	0.324
369.5	0.269
370.0	0.281
370.5	0.277
371.0	0.268
371.5	0.300
372.0	0.326
372.5	0.319
373.0	0.300
373.5	0.265
374.0	0.227
374.5	0.223
375.0	0.241
375.5	0.235
376.0	0.239
376.5	0.268
377.0	0.244
377.5	0.250
378.0	0.233
378.5	0.252
379.0	0.263
379.5	0.251
380.0	0.266
380.5	0.305
381.0	0.297
381.5	0.268
382.0	0.241
382.5	0.205
383.0	0.188
383.5	0.198
384.0	0.203
384.5	0.213
385.0	0.246
385.5	0.307
386.0	0.321
386.5	0.301
387.0	0.329
387.5	0.295
388.0	0.274
388.5	0.249
389.0	0.259
389.5	0.269
390.0	0.284
390.5	0.298
391.0	0.326
391.5	0.304
392.0	0.296
392.5	0.252
393.0	0.235
393.5	0.240
394.0	0.244
394.5	0.260
395.0	0.289
395.5	0.278
396.0	0.288
396.5	0.255
397.0	0.230
397.5	0.220
398.0	0.224
398.5	0.235
399.0	0.225
399.5	0.237
400.0	0.251
400.5	0.229
401.0	0.217
401.5	0.210
402.0	0.201
402.5	0.183
403.0	0.169
403.5	0.197
404.0	0.220
404.5	0.239
405.0	0.240
405.5	0.233
406.0	0.221
406.5	0.208
407.0	0.194
407.5	0.183
408.0	0.193
408.5	0.218
409.0	0.247
409.5	0.250
410.0	0.241
410.5	0.234
411.0	0.233
411.5	0.208
412.0	0.195
412.5	0.208
413.0	0.244
413.5	0.245
414.0	0.246
414.5	0.242
415.0	0.230
415.5	0.226
416.0	0.202
416.5	0.157
417.0	0.143
417.5	0.159
418.0	0.180
418.5	0.171
419.0	0.179
419.5	0.208
420.0	0.212
420.5	0.227
421.0	0.198
421.5	0.180
422.0	0.164
422.5	0.154
423.0	0.144
423.5	0.158
424.0	0.165
424.5	0.170
425.0	0.156
425.5	0.171
426.0	0.159
426.5	0.175
427.0	0.166
427.5	0.183
428.0	0.194
428.5	0.214
429.0	0.193
429.5	0.169
430.0	0.146
430.5	0.147
431.0	0.151
431.5	0.185
432.0	0.189
432.5	0.206
433.0	0.199
433.5	0.203
434.0	0.184
434.5	0.167
435.0	0.177
435.5	0.181
436.0	0.195
436.5	0.197
437.0	0.165
437.5	0.150
438.0	0.144
438.5	0.143
439.0	0.129
439.5	0.129
440.0	0.152
440.5	0.176
441.0	0.182
441.5	0.176
442.0	0.169
442.5	0.177
443.0	0.193
443.5	0.206
444.0	0.219
444.5	0.215
445.0	0.203
445.5	0.212
446.0	0.211
446.5	0.198
447.0	0.173
447.5	0.150
448.0	0.156
448.5	0.166
449.0	0.162
449.5	0.149
450.0	0.134
450.5	0.148
451.0	0.157
451.5	0.157
452.0	0.147
452.5	0.140
453.0	0.146
453.5	0.161
454.0	0.159
454.5	0.161
455.0	0.139
455.5	0.132
456.0	0.139
456.5	0.160
457.0	0.157
457.5	0.159
458.0	0.162
458.5	0.165
459.0	0.156
459.5	0.161
460.0	0.170
460.5	0.184
461.0	0.216
461.5	0.209
462.0	0.192
462.5	0.192
463.0	0.181
463.5	0.167
464.0	0.159
464.5	0.152
465.0	0.174
465.5	0.218
466.0	0.252
466.5	0.271
467.0	0.287
467.5	0.294
468.0	0.304
468.5	0.251
469.0	0.181
469.5	0.122
470.0	0.086
470.5	0.107
471.0	0.129
471.5	0.159
472.0	0.196
472.5	0.223
473.0	0.238
473.5	0.199
474.0	0.174
474.5	0.143
475.0	0.119
475.5	0.135
476.0	0.141
476.5	0.148
477.0	0.188
477.5	0.203
478.0	0.219
478.5	0.234
479.0	0.262
479.5	0.262
480.0	0.272
480.5	0.281
481.0	0.278
481.5	0.270
482.0	0.264
482.5	0.255
483.0	0.256
483.5	0.257
484.0	0.242
484.5	0.228
485.0	0.191
485.5	0.171
486.0	0.163
486.5	0.153
487.0	0.145
487.5	0.159
488.0	0.180
488.5	0.204
489.0	0.215
489.5	0.220
490.0	0.196
490.5	0.183
491.0	0.211
491.5	0.220
492.0	0.217
492.5	0.241
493.0	0.239
493.5	0.247
494.0	0.235
494.5	0.219
495.0	0.191
495.5	0.193
496.0	0.212
496.5	0.236
497.0	0.241
497.5	0.251
498.0	0.262
498.5	0.239
499.0	0.245
499.5	0.225
500.0	0.201
500.5	0.214
501.0	0.217
501.5	0.211
502.0	0.172
502.5	0.126
503.0	0.128
503.5	0.124
504.0	0.153
504.5	0.151
505.0	0.165
505.5	0.217
506.0	0.252
506.5	0.253
507.0	0.220
507.5	0.182
508.0	0.185
508.5	0.191
509.0	0.201
509.5	0.177
510.0	0.157
510.5	0.163
511.0	0.157
511.5	0.154
512.0	0.167
512.5	0.178
513.0	0.214
513.5	0.249
514.0	0.281
514.5	0.282
515.0	0.272
515.5	0.254
516.0	0.203
516.5	0.194
517.0	0.183
517.5	0.170
518.0	0.170
518.5	0.154
519.0	0.139
519.5	0.176
520.0	0.220
520.5	0.234
521.0	0.269
521.5	0.296
522.0	0.321
522.5	0.328
523.0	0.324
523.5	0.266
524.0	0.225
524.5	0.221
525.0	0.227
525.5	0.260
526.0	0.309
526.5	0.323
527.0	0.306
527.5	0.276
528.0	0.249
528.5	0.182
529.0	0.143
529.5	0.111
530.0	0.100
530.5	0.158
531.0	0.175
531.5	0.182
532.0	0.154
532.5	0.130
533.0	0.125
533.5	0.092
534.0	0.081
534.5	0.087
535.0	0.101
535.5	0.115
536.0	0.143
536.5	0.146
537.0	0.140
537.5	0.161
538.0	0.178
538.5	0.216
539.0	0.247
539.5	0.270
540.0	0.247
540.5	0.212
541.0	0.200
541.5	0.160
542.0	0.140
542.5	0.160
543.0	0.187
543.5	0.231
544.0	0.260
544.5	0.246
545.0	0.213
545.5	0.189
546.0	0.191
546.5	0.204
547.0	0.207
547.5	0.223
548.0	0.243
548.5	0.248
549.0	0.280
549.5	0.262
550.0	0.270
550.5	0.319
551.0	0.315
551.5	0.286
552.0	0.226
552.5	0.180
553.0	0.134
553.5	0.128
554.0	0.164
554.5	0.195
555.0	0.271
555.5	0.314
556.0	0.290
556.5	0.242
557.0	0.227
557.5	0.175
558.0	0.154
558.5	0.124
559.0	0.129
559.5	0.158
560.0	0.183
560.5	0.160
561.0	0.158
561.5	0.168
562.0	0.217
562.5	0.201
563.0	0.206
563.5	0.156
